CHROM,POS,T_STAT,P,BETA,SE
5,8091586,-2.21983,0.0270478,-2.58321,1.1637
5,8167322,-3.3393,9.26978e-4,-3.42499,1.02566
5,8202122,0.768184,0.442877,0.836985,1.08956
5,8206859,-0.868086,0.385921,-1.52678,1.75879
5,8207371,-0.770398,0.441565,-1.20673,1.56637
5,8231440,0.0359642,0.97133100000000006,0.0386156,1.07372
5,8262474,0.12909,0.897358,0.207317,1.60599
5,8269335,-0.118046,0.906096,-0.124133,1.05156
5,8278561,1.1494,0.25115,1.26213,1.09808
5,8291064,0.967178,0.334099,0.992806,1.0265
5,8336264,-0.260935,0.794291,-0.292604,1.12137
5,8378175,-1.16484,0.244847,-1.39337,1.19619
5,8398181,-1.34247,0.180281,-2.08577,1.55367
5,8404237,0.284399,0.776267,0.305105,1.07281
5,8444142,-0.19823,0.842976,-0.304862,1.53792
5,8502112,1.82257,0.0691913,2.249,1.23397
5,8506483,0.288196,0.773361,0.321277,1.11479
5,8529007,-2.52108,0.0121273,-2.66471,1.05697
5,8551416,-0.0325873,0.974022,-0.0376297,1.15474
5,8579667,-2.00503,0.0457016,-2.2433,1.11883
5,8587106,-1.55438,0.120966,-1.65404,1.06411
5,8592037,-0.978986,0.328239,-1.01785,1.0397
5,8596524,-2.05697,0.0404037,-2.32835,1.13193
5,8616951,-1.52017,0.129338,-1.56364,1.0286
5,8701518,0.095385,0.924062,0.0987755,1.03555
5,8743669,-1.15327,0.249558,-1.21808,1.05619
5,8755343,-0.030792,0.975452,-0.0366426,1.19
5,8772370,1.11296,0.266462,1.31134,1.17824
5,8772993,2.04954,0.0411278,2.31209,1.1281
5,8775472,0.42273,0.672742,0.610265,1.44363
5,8777233,-2.10237,0.0362095,-2.28728,1.08795
5,8777495,-0.0295373,0.976452,-0.0431341,1.46032
5,8810401,1.91555,0.0562083,2.54289,1.3275
5,8818449,1.00461,0.315753,1.11423,1.10911
5,8839388,-0.412295,0.680367,-0.446924,1.08399
5,8850252,-0.278323,0.780923,-0.2935,1.05453
5,8852823,-0.238112,0.811928,-0.260093,1.09231
5,8884960,1.77376,0.076941,2.84216,1.60234
5,8994244,0.555898,0.578623,0.617173,1.11023
5,8997984,-0.687628,0.492126,-1.13696,1.65346
5,9000227,0.359087,0.719739,0.377685,1.05179
5,9005055,-0.296342,0.767139,-0.295908,0.998535
5,9009392,-1.67849,0.0941116,-1.8684,1.11314
5,9023516,-0.423947,0.671855,-0.46007,1.08521
5,9026238,-2.35836,0.0188855,-2.49179,1.05658
5,9035039,1.05951,0.290072,1.12657,1.06329
5,9039428,1.12329,0.262058,1.14356,1.01805
5,9042379,0.698003,0.485622,0.735538,1.05377
5,9050101,-1.45022,0.147861,-1.58371,1.09205
5,9058861,0.503201,0.615128,0.709574,1.41012
5,9059075,-1.00156,0.317223,-1.03762,1.036
5,9061868,0.489233,0.624972,0.521038,1.06501
5,9074709,-1.05577,0.291774,-1.64608,1.55912
5,9076686,2.33216,0.0202386,2.62825,1.12696
5,9079839,0.333719,0.738784,0.518339,1.55322
5,9090533,-1.27277,0.203916,-1.43708,1.1291
5,9095846,1.39928,0.162583,1.46018,1.04352
5,9105007,0.667269,0.505024,1.18172,1.77098
5,9110631,-2.57485,0.0104239,-2.78943,1.08334
5,9119962,0.372548,0.709703,0.386543,1.03757
5,9126538,-2.15896,0.0315083,-2.26164,1.04756
5,9161394,-1.118,0.264304,-1.16884,1.04547
5,9168963,1.14007,0.255007,1.19895,1.05164
5,9175040,-0.551957,0.581317,-0.574759,1.04131
5,9178222,0.395697,0.692561,0.414158,1.04666
5,9181529,0.579211,0.562806,0.613765,1.05966
5,9219662,-1.32613,0.185632,-1.34944,1.01758
5,9232733,-0.216617,0.828629,-0.2299,1.06132
5,9261199,1.56922,0.117468,1.79808,1.14585
5,9268587,0.358571,0.720125,0.365891,1.02041
5,9271919,1.78798,0.0746138,1.78453,0.998072
5,9278707,1.4709,0.142186,2.05534,1.39734
5,9279129,1.383,0.167516,1.42309,1.02899
5,9279969,0.638732,0.5234,0.821614,1.28632
5,9289773,1.33079,0.184093,2.11404,1.58856
5,9290906,0.676755,0.498993,0.739929,1.09335
5,9291269,-0.855531,0.392822,-0.898051,1.0497
5,9298031,-2.65236,0.00834386,-4.22107,1.59144
5,9302891,-2.27762,0.0233302,-2.33713,1.02613
5,9309701,1.57859,0.115301,1.56747,0.992957
5,9315834,-0.99086,0.322414,-1.17914,1.19001
5,9316560,1.42718,0.154389,1.60915,1.12751
5,9317063,0.638784,0.523366,0.68906,1.07871
5,9317176,-0.962973,0.336202,-1.03953,1.0795
5,9317256,1.44441,0.149486,2.28829,1.58424
5,9346442,-1.59252,0.112138,-1.99701,1.25399
5,9346871,1.01454,0.310999,1.04596,1.03097
5,9358165,-0.320606,0.748694,-0.339286,1.05827
5,9361314,1.75412,0.0802541,1.91245,1.09026
5,9383406,-1.35288,0.176937,-1.3257,0.979912
5,9395979,-0.00215712,0.99828,-0.00220037,1.02005
5,9437631,2.46904,0.0140072,2.60929,1.0568
5,9442903,-0.0539938,0.95697,-0.053879,0.997873
5,9474384,-0.727629,0.46731,-0.72936,1.00238
5,9477034,1.21308,0.225887,1.28624,1.06031
5,9484980,-0.864764,0.387739,-1.09826,1.27002
5,9494557,1.40618,0.160526,1.41158,1.00384
5,9497087,-1.00261,0.316716,-1.01432,1.01167
5,9506676,0.925731,0.355201,1.57488,1.70123
5,9517626,0.250954,0.801992,0.33406,1.33116
5,9517877,1.48957,0.137206,1.68417,1.13064
5,9520792,-0.976483,0.329476,-1.036,1.06095
5,9522559,-0.792388,0.428652,-0.835258,1.0541
5,9524669,1.20995,0.227085,1.25846,1.04009
5,9525305,-0.165542,0.86861,-0.187303,1.13146
5,9526056,1.70909,0.0882887,1.76459,1.03247
5,9527917,0.0627442,0.950005,0.0629352,1.00304
5,9531526,2.86026,0.00447776,2.99608,1.04748
5,9538678,1.29176,0.197262,1.32755,1.0277
5,9543800,-1.07766,0.281903,-1.12056,1.03982
5,9546938,-0.834418,0.404595,-0.842927,1.0102
5,9547221,2.9457,0.0034301,3.04125,1.03244
5,9552714,0.147761,0.882613,0.210725,1.42612
5,9553742,1.55469,0.12089,1.6066,1.03339
5,9562188,-1.72318,0.0857069,-2.27147,1.31818
5,9566008,-0.219788,0.82616,-0.238466,1.08498
5,9576990,-2.14997,0.0322175,-2.26353,1.05282
5,9603960,-0.557657,0.577422,-0.847461,1.51968
5,9605135,-1.28741,0.198773,-1.34881,1.0477
5,9613048,-0.287177,0.774141,-0.351725,1.22477
5,9616127,0.448251,0.65424,0.441594,0.98515
5,9621191,0.416519,0.677276,0.43959,1.05539
5,9632497,1.19778,0.231783,1.30276,1.08764
5,9640830,-0.105462,0.916068,-0.107094,1.01547
5,9652862,-1.43286,0.152758,-1.51772,1.05922
5,9653154,1.09991,0.272101,1.24878,1.13535
5,9657812,1.6246,0.105115,1.85516,1.14192
5,9661416,0.0134944,0.989241,0.0147485,1.09293
5,9664680,1.4357,0.151948,2.33026,1.62308
5,9665918,1.17739,0.239811,1.30795,1.11089
5,9673238,-0.456968,0.647967,-0.477451,1.04482
5,9683716,2.46052,0.0143384,2.50527,1.01819
5,9684292,-0.9338,0.351028,-0.972911,1.04188
5,9686506,0.726156,0.468211,1.19782,1.64954
5,9700830,-0.272387,0.785479,-0.427667,1.57007
5,9704999,1.13215,0.25832,1.35954,1.20085
5,9711543,-0.548779,0.583495,-0.82489,1.50314
5,9761750,-1.46185,0.144647,-1.45159,0.992983
5,9791795,0.150661,0.880327,0.155685,1.03335
5,9793397,-2.15384,0.0319103,-2.3416,1.08717
5,9810435,-0.615764,0.538436,-0.66474,1.07954
5,9815210,-0.770679,0.441399,-0.840706,1.09086
5,9816591,0.25319,0.800264,0.26342,1.0404
5,9830169,1.00672,0.314739,1.0073,1.00058
5,9833555,-2.4119,0.0163652,-2.43034,1.00765
5,9839918,3.74141,2.12621e-4,4.00839,1.07136
5,9855108,0.25019,0.802582,0.408027,1.63087
5,9857873,-0.68144,0.496027,-0.701123,1.02888
5,9866904,2.12197,0.0345172,2.41449,1.13785
5,9873577,1.0549,0.292174,1.14654,1.08687
5,9877379,-0.809636,0.41868,-0.81846,1.0109
5,9882354,-0.223949,0.822923,-0.234364,1.0465
5,9882725,-1.3431,0.180078,-1.35293,1.00732
5,9893755,-2.3246000000000002,0.0206442,-2.35088,1.0113
5,9898367,1.1496,0.251064,1.81528,1.57905
5,9901113,0.0193936,0.984538,0.0206622,1.06542
5,9901984,2.18663,0.0294073,2.21125,1.01126
5,9903821,-1.81951,0.0696571,-1.97889,1.08759
5,9920040,-0.763382,0.445731,-0.761096,0.997005
5,9922187,-0.493897,0.621677,-0.482902,0.977738
5,9929982,-1.70729,0.0886239,-2.39022,1.40001
5,9934246,0.312601,0.754763,0.481506,1.54032
5,9940064,-0.498342,0.618545,-0.516349,1.03614
5,9941914,-0.125055,0.900549,-0.12738,1.01859
5,9946289,-0.859042,0.390884,-0.864843,1.00675
5,9959213,-1.09844,0.272741,-1.1106,1.01107
5,9961560,-0.282957,0.777371,-0.339224,1.19885
5,9962273,-0.0487809,0.961121,-0.0728036,1.49246
5,9964024,-1.5917,0.112322,-2.07425,1.30317
5,9965191,-0.252775,0.800585,-0.264492,1.04635
5,9966440,-0.353755,0.723728,-0.390602,1.10416
5,9966442,0.380701,0.703648,0.452153,1.18769
5,9966536,2.15437,0.0318687,2.17136,1.00789
5,9968199,-0.183691,0.854358,-0.259644,1.41348
5,9968303,0.902938,0.367157,1.40341,1.55427
5,9969375,0.440904,0.659545,0.457935,1.03863
5,9977005,0.108594,0.913584,0.13159,1.21176
5,9977571,0.637615,0.524126,0.655105,1.02743
5,9983351,-0.970174,0.332606,-1.11075,1.1449
5,9995386,1.16631,0.244254,1.75649,1.50602
5,9998774,-0.017358,0.986161,-0.0258306,1.48811
5,10017179,1.31977,0.187745,1.41483,1.07203
5,10040627,-0.911742,0.362509,-1.00204,1.09904
5,10041141,1.45973,0.14523,2.14987,1.47279
5,10042263,-0.35085,0.725904,-0.411912,1.17404
5,10046506,-0.692412,0.489122,-1.1202,1.61783
5,10049093,1.5992,0.110647,2.32643,1.45475
5,10050461,1.0793,0.281173,1.62109,1.50199
5,10058420,0.288455,0.773163,0.292892,1.01538
5,10076240,-0.627147,0.530957,-0.648447,1.03396
5,10103781,-1.33196,0.183709,-1.37547,1.03266
5,10106264,-0.777757,0.437219,-1.21661,1.56425
5,10122690,-0.0943202,0.924907,-0.0983127,1.04233
5,10132316,1.05487,0.292185,1.09416,1.03725
5,10133627,-1.38735,0.166186,-1.97828,1.42594
5,10134780,-0.485094,0.627903,-0.806413,1.66239
5,10138120,0.144947,0.884833,0.156512,1.07979
5,10140890,-0.763486,0.445669,-0.783574,1.02631
5,10149663,-0.201023,0.840793,-0.322204,1.60282
5,10152250,0.973409,0.330998,1.00575,1.03322
5,10160793,2.92861,0.00361971,2.92375,0.99834
5,10163717,-1.38532,0.166804,-1.35611,0.97891
5,10169204,1.031,0.303229,1.38583,1.34417
5,10170207,-1.69398,0.0911263,-1.80702,1.06673
5,10170590,-1.0461,0.296213,-1.12439,1.07484
5,10193305,0.738363,0.460771,0.744438,1.00823
5,10197789,-1.2114,0.226529,-1.23634,1.02058
5,10201836,-0.534897,0.593048,-0.753152,1.40803
5,10205150,-3.51217,5.00513e-4,-4.65014,1.32401
5,10207423,-1.10151,0.271405,-1.12822,1.02425
5,10255274,2.53067,0.0118062,2.4671,0.974877
5,10259362,-2.04878,0.0412021,-3.1197,1.52271
5,10259870,-1.53345,0.126037,-1.68772,1.1006
5,10260157,-0.934592,0.35062,-1.35185,1.44645
5,10260882,1.29337,0.196707,1.97936,1.5304
5,10263540,-0.359101,0.719729,-0.463731,1.29137
5,10264946,0.201995,0.840034,0.283381,1.40291
5,10273003,0.224746,0.822304,0.249785,1.11141
5,10278238,-2.06852,0.0392986,-2.14289,1.03595
5,10282916,-1.5899,0.112728,-1.78797,1.12458
5,10288616,-0.24905,0.803463,-0.42222,1.69532
5,10289364,-0.378093,0.705582,-0.610832,1.61556
5,10290541,-1.47604,0.140799,-1.55299,1.05213
5,10296570,3.15378,0.00174604,3.10934,0.985907
5,10298744,1.35225,0.177137,1.64149,1.2139
5,10310514,1.10936,0.268011,1.34145,1.20922
5,10312667,0.292077,0.770395,0.320492,1.09729
5,10318266,0.414305,0.678895,0.580163,1.40033
5,10327525,0.123146,0.90206,0.195677,1.58898
5,10341640,1.14194,0.254231,1.52237,1.33314
5,10349769,-0.680699,0.496496,-0.662036,0.972583
5,10353687,-1.26299,0.207403,-1.96129,1.5529
5,10356695,-0.406697,0.684471,-0.39872,0.980386
5,10365629,0.167564,0.86702,0.232833,1.38952
5,10366493,-0.520784,0.602835,-0.761074,1.4614
5,10366934,0.648787,0.516886,0.659748,1.0169
5,10370911,0.677254,0.498676,1.02977,1.52051
5,10372618,1.74694,0.0814932,2.87264,1.64438
5,10373900,-0.358559,0.720133,-0.392511,1.09469
5,10390660,-0.196743,0.844139,-0.203361,1.03364
5,10395782,0.102536,0.918388,0.109239,1.06537
5,10421167,0.566933,0.57111,0.598992,1.05655
5,10441543,-0.0551032,0.956087,-0.0718396,1.30373
5,10445574,-1.55929,0.1198,-2.24285,1.43838
5,10465568,0.973494,0.330956,1.2641,1.29852
5,10467693,0.398802,0.690273,0.409127,1.02589
5,10481227,-0.126072,0.899745,-0.126148,1.0006
5,10481683,-0.24104,0.80966,-0.250218,1.03808
5,10486369,-0.50847,0.611432,-0.532918,1.04808
5,10493223,-0.0455834,0.963667,-0.0460111,1.00938
5,10497116,1.15378,0.24935,1.5565,1.34905
5,10537047,1.20101,0.230531,1.85767,1.54676
5,10537800,0.786731,0.431953,0.823143,1.04628
5,10548552,-1.20722,0.228133,-1.34846,1.117
5,10632752,-0.739556,0.460048,-0.771731,1.04351
5,10633300,-0.13347,0.893896,-0.137638,1.03123
5,10634399,-0.637887,0.523949,-0.635898,0.996882
5,10638529,-0.536786,0.591744,-0.726197,1.35286
5,10639859,0.353313,0.724059,0.356576,1.00924
5,10642989,1.04578,0.296361,1.07504,1.02798
5,10646637,2.35532,0.0190385,3.78623,1.60753
5,10655556,0.0916109,0.927058,0.137577,1.50175
5,10660581,-0.017214,0.986275,-0.0171061,0.993733
5,10668719,1.74535,0.0817701,2.39007,1.36939
5,10671068,0.025244,0.979874,0.024528,0.971638
5,10673068,0.0959834,0.923587,0.121648,1.26738
5,10689838,-0.501135,0.61658,-0.529096,1.05579
5,10724618,-1.35622,0.175871,-1.43796,1.06027
5,10746786,0.453701,0.650315,0.538704,1.18735
5,10774095,-1.01234,0.312049,-1.51799,1.49949
5,10775190,0.56114,0.575049,0.722313,1.28723
5,10805159,0.208069,0.835292,0.226242,1.08734
5,10850645,-1.32625,0.185592,-1.42408,1.07376
5,10854904,0.172057,0.863488,0.212932,1.23756
5,10854905,0.866603,0.386732,1.19246,1.37601
5,10866328,-1.20265,0.229896,-1.22579,1.01924
5,11236658,-1.38847,0.165846,-1.39218,1.00267
5,11241312,0.273207,0.784849,0.309345,1.13227
5,11434219,-2.89229,0.004055,-3.02311,1.04523
5,11658967,3.51959,4.87171e-4,3.41085,0.969102
5,11685001,0.142009,0.887152,0.21199,1.49279
5,11698742,0.0876425,0.930209,0.122753,1.40061
5,11701879,-0.920888,0.357721,-0.897978,0.975122
5,11738984,-0.854527,0.393377,-0.864877,1.01211
5,11758253,0.0422202,0.966346,0.0701785,1.6622
5,11770475,1.21456,0.225323,1.20916,0.995549
5,11988953,0.875263,0.38201,0.932681,1.0656
5,12114529,-1.15555,0.248624,-1.51727,1.31302
5,12242011,0.960918,0.337233,0.954695,0.993524
5,12507440,2.72636,0.00671423,2.75154,1.00923
5,12535827,0.926424,0.354841,0.950955,1.02648
5,12619975,-0.47209,0.637146,-0.517465,1.09611
5,12638449,1.65896,0.097988,1.67664,1.01066
5,12708657,0.842354,0.400144,1.39537,1.65652
5,12743644,-2.99846,0.00290046,-3.03467,1.01208
5,12787528,-0.762491,0.446262,-1.12765,1.47891
5,12787810,0.12915,0.897311,0.188114,1.45655
5,12788382,-1.35848,0.175156,-2.11139,1.55424
5,12921182,-0.474053,0.635747,-0.689423,1.45431
5,12980240,0.165596,0.868567,0.192996,1.16546
5,13004731,2.202,0.0282934,3.22941,1.46658
5,13049628,0.21777,0.82773,0.314805,1.44558
5,13370473,-0.547051,0.58468,-0.579743,1.05976
5,13423856,1.84755,0.0654816,1.84323,0.997662
5,13466788,0.706118,0.480568,1.09888,1.55623
5,13468628,0.408554,0.683108,0.433532,1.06114
5,13469534,-2.19584,0.0287354,-3.14738,1.43334
5,13504407,0.458795,0.646656,0.468357,1.02084
5,13526067,1.07081,0.284968,1.69074,1.57894
5,13542342,-2.45489,0.0145611,-3.71426,1.513
5,13604758,-1.57678,0.115718,-1.59566,1.01198
5,13613630,-1.98889,0.0474632,-2.0168,1.01403
5,13613872,1.29159,0.197319,1.27168,0.984578
5,13621257,1.01144,0.312478,1.37222,1.35669
5,13635318,0.0201504,0.983934,0.0216104,1.07246
5,13658380,-0.638581,0.523498,-0.660494,1.03432
5,13674978,3.85698,1.35797e-4,5.33399,1.38294
5,13675164,-0.0575533,0.954136,-0.0570733,0.99166
5,13682871,-0.254542,0.799221,-0.262309,1.03051
5,13700003,-1.12155,0.262795,-1.12606,1.00402
5,13704891,-1.08709,0.277718,-1.15671,1.06404
5,13707451,2.6555,0.0082681,2.63271,0.991419
5,13743595,-0.0485161,0.961332,-0.0498894,1.0283
5,13759919,0.999566,0.318186,1.03725,1.0377
5,13761397,0.249297,0.803272,0.416238,1.66965
5,13763236,-0.795007,0.427129,-0.823895,1.03634
5,13767419,-0.798936,0.42485,-0.975193,1.22062
5,13770726,-0.151775,0.879449,-0.158352,1.04334
5,13771440,-0.515213,0.606718,-0.537982,1.04419
5,13772549,0.226311,0.821087,0.225892,0.998147
5,13810482,-1.48705,0.13787,-1.55248,1.044
5,13846382,-0.115879,0.907813,-0.120673,1.04137
5,13879852,0.736535,0.461881,0.7485,1.01624
5,13880230,-2.47899,0.0136289,-2.56006,1.0327
5,13884305,1.02439,0.306334,1.04513,1.02025
5,13897550,-2.72245,0.00679264,-2.81467,1.03387
5,13900379,-1.73169,0.0841782,-1.79005,1.0337
5,13903525,0.721785,0.470891,0.832681,1.15364
5,13909047,2.04711,0.0413669,2.29725,1.12219
5,13965590,-2.97178,0.00315813,-3.64283,1.22581
5,13970152,0.433315,0.665043,0.455919,1.05216
5,13996850,-0.129055,0.897386,-0.174843,1.3548
5,13999207,0.201656,0.840298,0.28969,1.43655
5,14000370,0.347865,0.728144,0.367497,1.05644
5,14000676,-0.663463,0.507455,-0.670933,1.01126
5,14028864,0.492059,0.622975,0.516704,1.05009
5,14045999,0.572265,0.567497,0.641478,1.12095
5,14050524,1.47241,0.141777,2.31681,1.57348
5,14056505,0.502487,0.615629,0.500073,0.995195
5,14065685,-0.421348,0.67375,-0.4427,1.05068
5,14077892,1.02419,0.306426,1.65388,1.61482
5,14088784,-0.924781,0.355694,-1.05283,1.13846
5,14090964,-1.8802,0.0608809,-2.6497,1.40926
5,14097503,-1.30307,0.193378,-1.42234,1.09153
5,14109468,-0.0609002,0.951472,-0.0728213,1.19575
5,14140133,-0.234454,0.814765,-0.265434,1.13214
5,14171018,0.394751,0.693259,0.584097,1.47966
5,14172585,0.465978,0.64151,0.46962,1.00781
5,14183092,0.777094,0.43761,1.0688,1.37538
5,14221097,1.91195,0.0566692,2.08,1.08789
5,14250985,-1.04862,0.295052,-1.11822,1.06637
5,14268792,0.485916,0.62732,0.506427,1.04221
5,14285200,-1.01208,0.312172,-1.02834,1.01606
5,14300990,-0.579665,0.5625,-0.918177,1.58398
5,14312541,-0.340203,0.7339,-0.363899,1.06965
5,14327035,-1.36076,0.174434,-1.50938,1.10922
5,14464881,-1.22217,0.222437,-1.57726,1.29055
5,14522278,0.142846,0.886491,0.147019,1.02922
5,14528157,1.1667,0.244099,1.68133,1.4411
5,14531232,1.12543,0.26115,1.14968,1.02155
5,14540732,0.366539,0.714177,0.571703,1.55973
5,14542933,1.04979,0.294513,1.14956,1.09504
5,14550703,-0.500267,0.61719,-0.504897,1.00926
5,14558399,-0.815797,0.415151,-0.862823,1.05764
5,14559206,0.990373,0.322652,1.66952,1.68575
5,14564861,0.741311,0.458984,0.810404,1.0932
5,14574977,-0.156878,0.875428,-0.157768,1.00567
5,14586758,1.38447,0.167065,1.40786,1.0169
5,14587566,-0.394796,0.693225,-0.412312,1.04437
5,14589724,1.49087,0.136864,1.84867,1.23999
5,14598825,-0.242191,0.808769,-0.252343,1.04192
5,14601904,-0.390236,0.696591,-0.526309,1.34869
5,14609096,1.47449,0.141216,1.673,1.13463
5,14617122,1.0458,0.29635,1.11373,1.06496
5,14620371,0.060469,0.951815,0.0977831,1.61708
5,14621660,0.202787,0.839416,0.216317,1.06672
5,14625105,-0.725737,0.468468,-0.754632,1.03981
5,14633663,-0.339437,0.734477,-0.471726,1.38973
5,14637401,-1.47055,0.142279,-1.47285,1.00157
5,14640129,-0.500171,0.617258,-0.507086,1.01383
5,14646249,1.03472,0.301488,1.00062,0.967048
5,14677577,-1.53463,0.125747,-1.5725,1.02468
5,14694010,-0.725927,0.468351,-0.934414,1.2872
5,14699517,-0.51762300000000006,0.605036,-0.547187,1.05711
5,14700960,0.8347,0.404436,0.833141,0.998131
5,14711571,-0.785449,0.432703,-1.27101,1.61819
5,14713720,0.559903,0.575891,0.649792,1.16054
5,14714704,0.145649,0.88428,0.181943,1.24919
5,14716182,-0.250405,0.802416,-0.36285,1.44906
5,14717937,2.57873,0.0103096,2.60149,1.00883
5,14731562,0.165572,0.868586,0.167211,1.0099
5,14734084,1.56816,0.117715,1.52821,0.974521
5,14734967,2.32393,0.0206805,3.09634,1.33237
5,14737700,0.831677,0.406138,0.830871,0.999031
5,14741900,0.597429,0.550594,0.621005,1.03946
5,14746592,1.17459,0.240931,1.1615,0.988863
5,14755317,-2.70668,0.00711703,-2.75718,1.01866
5,14756097,-0.61097,0.541602,-0.861793,1.41053
5,14757844,-1.89407,0.0590103,-1.89724,1.00167
5,14764754,1.89824,0.0584574,1.88253,0.991724
5,14766039,-0.00213194,0.9983,-0.00211017,0.989789
5,14796977,0.928754,0.353634,1.28166,1.37998
5,14822405,-0.295484,0.767793,-0.299316,1.01297
5,14841159,-0.340561,0.733631,-0.340386,0.999485
5,14844859,-0.00212956,0.998302,-0.00216489,1.01659
5,14845194,1.58423,0.114013,2.39271,1.51033
5,14851985,-0.426883,0.669718,-0.566914,1.32803
5,14853688,0.0677839,0.945995,0.0746343,1.10106
5,14859298,-0.18686,0.851875,-0.191462,1.02463
5,14863468,0.992296,0.321714,1.02881,1.0368
5,14871009,1.46693,0.143262,1.47649,1.00652
5,14872214,-0.577591,0.563899,-0.619984,1.0734
5,14882737,-0.598891,0.549619,-0.60301,1.00688
5,14882963,-0.765292,0.444595,-0.780154,1.01942
5,14883432,0.136264,0.891688,0.134073,0.983919
5,14885209,1.00664,0.314779,0.999844,0.99325
5,14886396,0.0687519,0.945225,0.0832128,1.21034
5,14900468,0.115563,0.908062,0.116392,1.00717
5,14909400,0.238271,0.811805,0.35195,1.4771
5,14910400,-0.863169,0.388614,-0.877758,1.0169
5,14912186,0.0778617,0.937981,0.122025,1.5672
5,14912488,0.672153,0.501914,0.666918,0.992213
5,14916273,-0.397585,0.69117,-0.396697,0.997765
5,14916489,-1.61648,0.10686,-2.21808,1.37217
5,14918889,-0.622669,0.533893,-0.651346,1.04606
5,14919784,0.865755,0.387196,0.900515,1.04015
5,14921812,-0.87016,0.384788,-0.920075,1.05736
5,14924127,-0.745415,0.456503,-0.744622,0.998936
5,14936667,-1.79795,0.0730165,-1.85372,1.03102
5,14936915,-1.04619,0.29617,-1.56904,1.49977
5,14937365,-2.01558,0.0445807,-2.08093,1.03242
5,14954552,0.339921,0.734113,0.368669,1.08457
5,14956927,0.0414073,0.966994,0.0630825,1.52346
5,14957719,-0.160626,0.872477,-0.188819,1.17552
5,14959076,-0.805268,0.421192,-0.792459,0.984094
5,14960716,-1.29019,0.197805,-1.33913,1.03793
5,14971388,-1.05109,0.293916,-1.06725,1.01538
5,14991592,0.467034,0.640756,0.484092,1.03652
5,14998032,0.832771,0.405522,0.849395,1.01996
5,14999905,0.839597,0.401687,0.860913,1.02539
5,15000885,0.523776,0.600754,0.548235,1.0467
5,15001199,-2.07297,0.0388798,-3.21776,1.55224
5,15006851,-0.890509,0.373783,-0.861191,0.967078
5,15016884,-0.315217,0.752778,-0.325964,1.03409
5,15017830,-1.86412,0.0631124,-2.81779,1.51159
5,15020345,1.05093,0.293988,1.05165,1.00068
5,15048757,-1.55888,0.119896,-1.61981,1.03908
5,15052937,0.245787,0.805986,0.244661,0.995419
5,15054388,-1.45856,0.145551,-1.51841,1.04104
5,15061314,-0.758801,0.448464,-1.2387,1.63244
5,15062415,1.63646,0.10261,2.5381,1.55097
5,15069048,-0.816587,0.4147,-0.822103,1.00676
5,15070860,-2.19433,0.0288448,-2.29325,1.04508
5,15073526,0.654952,0.512913,0.651738,0.995092
5,15074121,-0.539707,0.58973,-0.588394,1.09021
5,15076105,-1.14081,0.254703,-1.7609,1.54356
5,15089279,-1.23855,0.216313,-1.91761,1.54827
5,15094039,-1.13216,0.258314,-1.1415,1.00825
5,15098751,0.161296,0.87195,0.210664,1.30607
5,15110038,-0.923958,0.356122,-1.41676,1.53336
5,15116536,1.26887,0.2053,1.29911,1.02383
5,15131389,-0.324188,0.745982,-0.468127,1.444
5,15132598,0.889883,0.374118,0.904932,1.01691
5,15140748,-0.386646,0.699245,-0.564515,1.46003
5,15144924,0.520988,0.602693,0.600221,1.15208
5,15145400,1.5068,0.132732,1.49997,0.99547
5,15148952,-2.16492,0.0310453,-3.42283,1.58104
5,15152718,-1.10061,0.271797,-1.64543,1.49502
5,15160072,0.220827,0.825351,0.219573,0.994321
5,15174186,0.082941,0.933944,0.11899,1.43463
5,15179689,1.87371,0.0617737,2.56639,1.36968
5,15188462,-0.548587,0.583626,-0.564688,1.02935
5,15193345,1.073,0.283984,1.10734,1.032
5,15196800,0.703997,0.481886,0.712464,1.01203
5,15198099,1.76421,0.0785381,2.42399,1.37398
5,15198141,-1.13619,0.256627,-1.338,1.1776199999999999
5,15203158,1.69239,0.0914301,1.70451,1.00716
5,15205761,1.6772,0.0943634,1.77067,1.05573
5,15211044,-0.656444,0.511955,-0.651014,0.991729
5,15214102,-0.975189,0.330116,-1.10003,1.12802
5,15214772,0.014401,0.988518,0.0150603,1.04579
5,15215066,-0.116141,0.907605,-0.115585,0.995216
5,15215976,1.59984,0.110503,2.15325,1.34591
5,15216866,0.364037,0.716042,0.373956,1.02725
5,15218864,1.74184,0.0823834,2.41621,1.38716
5,15219981,-1.02757,0.304834,-1.0421,1.01414
5,15226556,2.16586,0.0309728,2.29767,1.06086
5,15238489,0.933661,0.351099,0.958612,1.02672
5,15240231,0.498261,0.618602,0.706461,1.41785
5,15248057,0.0284116,0.977349,0.0344654,1.21308
5,15249898,-1.82748,0.0684488,-1.83344,1.00326
5,15250634,-0.833441,0.405144,-0.820885,0.984935
5,15254674,-0.221934,0.82449,-0.239078,1.07724
5,15257326,0.704055,0.48185,0.728807,1.03516
5,15259898,1.12865,0.25979,1.15837,1.02633
5,15262608,1.13226,0.258274,1.17158,1.03473
5,15279203,0.608357,0.543331,0.625149,1.0276
5,15280395,-1.7242,0.0855225,-2.80639,1.62765
5,15283222,0.951502,0.341983,0.966395,1.01565
5,15284986,1.55685,0.120378,1.51181,0.971068
5,15285961,0.700024,0.484361,1.05147,1.50205
5,15291345,0.0356787,0.971558,0.0347619,0.974305
